filename,ground_truth,pred_with_clahe,conf_with_clahe,correct_with_clahe,pred_without_clahe,conf_without_clahe,correct_without_clahe
fer0029497.png,Surprise,Surprise,0.930468,1,Surprise,0.994085,1
fer0029498.png,Anger,Disgust,0.542529,0,Sadness,0.409430,0
fer0029499.png,Neutral,Neutral,0.645166,1,Neutral,0.931989,1
fer0029500.png,Neutral,Neutral,0.860026,1,Neutral,0.666411,1
fer0029501.png,Anger,Anger,0.796624,1,Anger,0.515327,1
fer0029502.png,Anger,Disgust,0.444810,0,Neutral,0.967719,0
fer0029503.png,Sadness,Neutral,0.818624,0,Neutral,0.534375,0
fer0029504.png,Happiness,Happiness,0.976256,1,Happiness,0.667092,1
fer0029505.png,Happiness,Happiness,0.991766,1,Happiness,0.802459,1
fer0029506.png,Happiness,Happiness,0.977148,1,Happiness,0.951575,1
fer0029507.png,Happiness,Happiness,0.973015,1,Happiness,0.968848,1
fer0029508.png,Anger,Anger,0.960925,1,Neutral,0.794063,0
fer0029509.png,Surprise,Surprise,0.871770,1,Surprise,0.772376,1
fer0029510.png,Neutral,Neutral,0.920448,1,Neutral,0.952644,1
fer0029511.png,Sadness,Neutral,0.733155,0,Neutral,0.964384,0
fer0029512.png,Neutral,Neutral,0.877142,1,Neutral,0.944677,1
fer0029513.png,Surprise,Surprise,0.968199,1,Surprise,0.394800,1
fer0029514.png,Happiness,Happiness,0.994561,1,Happiness,0.968462,1
fer0029515.png,Anger,Anger,0.578247,1,Surprise,0.813976,0
fer0029516.png,Happiness,Happiness,0.996545,1,Happiness,0.944996,1
fer0029517.png,Neutral,Neutral,0.993512,1,Neutral,0.997696,1
fer0029518.png,Neutral,Neutral,0.956389,1,Neutral,0.975713,1
fer0029519.png,Neutral,Neutral,0.992348,1,Neutral,0.926376,1
fer0029520.png,Surprise,Surprise,0.847538,1,Surprise,0.672108,1
fer0029521.png,Sadness,Sadness,0.994310,1,Sadness,0.706770,1
fer0029522.png,Anger,Anger,0.962839,1,Happiness,0.890637,0
fer0029523.png,Happiness,Happiness,0.858550,1,Neutral,0.547323,0
fer0029524.png,Neutral,Neutral,0.939527,1,Neutral,0.970065,1
fer0029525.png,Surprise,Surprise,0.947852,1,Surprise,0.849048,1
fer0029526.png,Happiness,Anger,0.812613,0,Happiness,0.799030,1
fer0029527.png,Surprise,Surprise,0.946054,1,Surprise,0.715074,1
fer0029528.png,Neutral,Neutral,0.969282,1,Sadness,0.520764,0
fer0029529.png,Sadness,Sadness,0.998975,1,Sadness,0.948903,1
fer0029530.png,Fear,Sadness,0.526083,0,Disgust,0.378578,0
fer0029531.png,Neutral,Neutral,0.982840,1,Sadness,0.669020,0
fer0029532.png,Anger,Anger,0.726083,1,Sadness,0.614376,0
fer0029533.png,Happiness,Happiness,0.934482,1,Neutral,0.451064,0
fer0029534.png,Neutral,Neutral,0.916313,1,Neutral,0.697594,1
fer0029535.png,Neutral,Neutral,0.935838,1,Neutral,0.948225,1
fer0029536.png,Neutral,Neutral,0.780336,1,Neutral,0.997904,1
fer0029537.png,Neutral,Neutral,0.557426,1,Neutral,0.805886,1
fer0029538.png,Happiness,Happiness,0.792056,1,Neutral,0.796972,0
fer0029539.png,Neutral,Happiness,0.690925,0,Neutral,0.582710,1
fer0029540.png,Surprise,Surprise,0.976479,1,Surprise,0.670001,1
fer0029541.png,Sadness,Happiness,0.603791,0,Happiness,0.765437,0
fer0029542.png,Happiness,Happiness,0.991789,1,Neutral,0.636095,0
fer0029543.png,Surprise,Surprise,0.793463,1,Surprise,0.592459,1
fer0029544.png,Sadness,Sadness,0.767942,1,Sadness,0.643072,1
fer0029545.png,Surprise,Surprise,0.986166,1,Surprise,0.990930,1
fer0029546.png,Surprise,Surprise,0.958107,1,Surprise,0.966789,1
fer0029547.png,Neutral,Sadness,0.531228,0,Neutral,0.883053,1
fer0029548.png,Neutral,Sadness,0.559903,0,Sadness,0.519144,0
fer0029549.png,Disgust,Disgust,0.842519,1,Neutral,0.867025,0
fer0029550.png,Sadness,Sadness,0.564701,1,Neutral,0.829469,0
fer0029551.png,Neutral,Neutral,0.787924,1,Neutral,0.752538,1
fer0029552.png,Sadness,Sadness,0.715726,1,Neutral,0.975131,0
fer0029553.png,Neutral,Neutral,0.862650,1,Neutral,0.934239,1
fer0029554.png,Neutral,Neutral,0.977896,1,Neutral,0.951732,1
fer0029555.png,Neutral,Neutral,0.884407,1,Sadness,0.536337,0
fer0029556.png,Neutral,Neutral,0.954634,1,Neutral,0.758341,1
fer0029557.png,Disgust,Disgust,0.908062,1,Neutral,0.695441,0
fer0029558.png,Happiness,Happiness,0.985432,1,Happiness,0.984619,1
fer0029559.png,Sadness,Neutral,0.518449,0,Neutral,0.956986,0
fer0029560.png,Neutral,Neutral,0.623409,1,Neutral,0.891436,1
fer0029561.png,Happiness,Happiness,0.885072,1,Neutral,0.652971,0
fer0029562.png,Fear,Surprise,0.736950,0,Surprise,0.755332,0
fer0029563.png,Neutral,Neutral,0.737419,1,Sadness,0.549731,0
fer0029564.png,Neutral,Neutral,0.887402,1,Neutral,0.939019,1
fer0029565.png,Neutral,Neutral,0.861695,1,Neutral,0.795793,1
fer0029566.png,Neutral,Neutral,0.849286,1,Sadness,0.549566,0
fer0029567.png,Anger,Anger,0.985755,1,Anger,0.969791,1
fer0029568.png,Neutral,Surprise,0.573470,0,Neutral,0.816514,1
fer0029569.png,Sadness,Sadness,0.730429,1,Neutral,0.857670,0
fer0029570.png,Happiness,Neutral,0.525454,0,Neutral,0.801572,0
fer0029571.png,Sadness,Sadness,0.549303,1,Neutral,0.683149,0
fer0029572.png,Happiness,Happiness,0.981832,1,Happiness,0.998710,1
fer0029573.png,Surprise,Surprise,0.585871,1,Neutral,0.973051,0
fer0029574.png,Happiness,Happiness,0.992751,1,Happiness,0.798215,1
fer0029575.png,Happiness,Happiness,0.967517,1,Neutral,0.590660,0
fer0029576.png,Happiness,Happiness,0.982047,1,Happiness,0.935489,1
fer0029577.png,Happiness,Neutral,0.548708,0,Neutral,0.899862,0
fer0029578.png,Neutral,Surprise,0.600439,0,Neutral,0.634112,1
fer0029579.png,Neutral,Neutral,0.670059,1,Sadness,0.585245,0
fer0029580.png,Neutral,Neutral,0.790010,1,Neutral,0.681961,1
fer0029581.png,Neutral,Neutral,0.973110,1,Neutral,0.889087,1
fer0029582.png,Sadness,Sadness,0.978337,1,Sadness,0.972722,1
fer0029583.png,Neutral,Neutral,0.944123,1,Neutral,0.625660,1
fer0029584.png,Happiness,Happiness,0.993641,1,Happiness,0.982447,1
fer0029585.png,Happiness,Happiness,0.979045,1,Happiness,0.667448,1
fer0029586.png,Surprise,Surprise,0.886966,1,Surprise,0.950912,1
fer0029587.png,Sadness,Neutral,0.864867,0,Neutral,0.980020,0
fer0029588.png,Neutral,Neutral,0.828942,1,Sadness,0.653882,0
fer0029589.png,Fear,Fear,0.925406,1,Fear,0.566115,1
fer0029590.png,Neutral,Neutral,0.954482,1,Neutral,0.983522,1
fer0029591.png,Sadness,Sadness,0.665381,1,Sadness,0.764613,1
fer0029592.png,Neutral,Neutral,0.624340,1,Neutral,0.941309,1
fer0029593.png,Neutral,Neutral,0.805504,1,Neutral,0.910812,1
fer0029594.png,Neutral,Neutral,0.964240,1,Neutral,0.853426,1
fer0029595.png,Surprise,Surprise,0.477573,1,Surprise,0.523613,1
fer0029596.png,Sadness,Sadness,0.811786,1,Neutral,0.865768,0
fer0029597.png,Neutral,Neutral,0.607006,1,Neutral,0.709426,1
fer0029598.png,Neutral,Neutral,0.961542,1,Neutral,0.974880,1
fer0029599.png,Happiness,Happiness,0.781856,1,Happiness,0.893601,1
fer0029600.png,Happiness,Surprise,0.740009,0,Surprise,0.600587,0
fer0029601.png,Anger,Anger,0.998064,1,Anger,0.997649,1
fer0029602.png,Anger,Happiness,0.703473,0,Happiness,0.699708,0
fer0029603.png,Surprise,Surprise,0.923384,1,Surprise,0.627263,1
fer0029604.png,Happiness,Happiness,0.995926,1,Fear,0.396659,0
fer0029605.png,Happiness,Happiness,0.998150,1,Happiness,0.997088,1
fer0029606.png,Happiness,Happiness,0.981206,1,Happiness,0.994164,1
fer0029607.png,Happiness,Happiness,0.957049,1,Happiness,0.909800,1
fer0029608.png,Neutral,Neutral,0.842016,1,Neutral,0.984052,1
fer0029609.png,Anger,Anger,0.936185,1,Anger,0.951071,1
fer0029610.png,Neutral,Neutral,0.961926,1,Neutral,0.565300,1
fer0029611.png,Neutral,Neutral,0.675506,1,Sadness,0.645980,0
fer0029612.png,Neutral,Neutral,0.841453,1,Neutral,0.985117,1
fer0029613.png,Neutral,Neutral,0.914593,1,Neutral,0.907759,1
fer0029614.png,Sadness,Neutral,0.473691,0,Neutral,0.911685,0
fer0029615.png,Neutral,Neutral,0.705873,1,Neutral,0.714552,1
fer0029616.png,Sadness,Sadness,0.824087,1,Sadness,0.506882,1
fer0029617.png,Surprise,Surprise,0.965420,1,Surprise,0.991766,1
fer0029618.png,Happiness,Surprise,0.670146,0,Sadness,0.335973,0
fer0029619.png,Neutral,Neutral,0.996007,1,Sadness,0.681893,0
fer0029620.png,Contempt,Neutral,0.724859,0,Neutral,0.631710,0
fer0029621.png,Neutral,Neutral,0.979331,1,Neutral,0.923953,1
fer0029622.png,Happiness,Happiness,0.953498,1,Happiness,0.697112,1
fer0029623.png,Happiness,Happiness,0.545875,1,Surprise,0.885525,0
fer0029624.png,Happiness,Happiness,0.990845,1,Happiness,0.995710,1
fer0029625.png,Happiness,Happiness,0.729910,1,Surprise,0.466455,0
fer0029626.png,Happiness,Neutral,0.522012,0,Neutral,0.811077,0
fer0029627.png,Neutral,Neutral,0.985049,1,Neutral,0.942837,1
fer0029628.png,Neutral,Sadness,0.762490,0,Neutral,0.694731,1
fer0029629.png,Neutral,Neutral,0.954452,1,Neutral,0.819304,1
fer0029630.png,Sadness,Sadness,0.983868,1,Neutral,0.732625,0
fer0029631.png,Neutral,Neutral,0.468500,1,Neutral,0.990869,1
fer0029632.png,Neutral,Neutral,0.882870,1,Sadness,0.606171,0
fer0029633.png,Neutral,Neutral,0.912136,1,Neutral,0.485295,1
fer0029634.png,Happiness,Happiness,0.984858,1,Happiness,0.701844,1
fer0029635.png,Happiness,Happiness,0.997150,1,Happiness,0.995587,1
fer0029636.png,Fear,Fear,0.915823,1,Fear,0.788438,1
fer0029637.png,Neutral,Neutral,0.660317,1,Neutral,0.692596,1
fer0029638.png,Neutral,Neutral,0.986776,1,Neutral,0.990262,1
fer0029639.png,Sadness,Sadness,0.572624,1,Neutral,0.697757,0
fer0029640.png,Sadness,Sadness,0.558151,1,Neutral,0.941692,0
fer0029641.png,Neutral,Neutral,0.899067,1,Neutral,0.725069,1
fer0029642.png,Neutral,Neutral,0.408710,1,Sadness,0.534705,0
fer0029643.png,Neutral,Sadness,0.581910,0,Neutral,0.991021,1
fer0029644.png,Surprise,Neutral,0.363855,0,Neutral,0.953306,0
fer0029645.png,Anger,Anger,0.829438,1,Surprise,0.527507,0
fer0029646.png,Neutral,Neutral,0.935517,1,Sadness,0.639609,0
fer0029647.png,Neutral,Neutral,0.972327,1,Neutral,0.808496,1
fer0029648.png,Neutral,Neutral,0.984449,1,Neutral,0.986729,1
fer0029649.png,Happiness,Happiness,0.989305,1,Happiness,0.949595,1
fer0029650.png,Sadness,Sadness,0.877564,1,Sadness,0.881962,1
fer0029651.png,Happiness,Neutral,0.631242,0,Neutral,0.721076,0
fer0029652.png,Neutral,Neutral,0.738218,1,Neutral,0.878073,1
fer0029653.png,Anger,Anger,0.982985,1,Neutral,0.798141,0
fer0029654.png,Happiness,Happiness,0.986367,1,Happiness,0.993606,1
fer0029655.png,Sadness,Sadness,0.994825,1,Sadness,0.952354,1
fer0029656.png,Neutral,Neutral,0.790825,1,Neutral,0.993983,1
fer0029657.png,Anger,Anger,0.826661,1,Anger,0.639935,1
fer0029658.png,Neutral,Anger,0.588273,0,Neutral,0.813956,1
fer0029659.png,Contempt,Contempt,0.988184,1,Neutral,0.970450,0
fer0029660.png,Fear,Fear,0.736958,1,Neutral,0.396628,0
fer0029661.png,Neutral,Neutral,0.765608,1,Neutral,0.813379,1
fer0029662.png,Sadness,Sadness,0.551057,1,Neutral,0.987527,0
fer0029663.png,Sadness,Neutral,0.539128,0,Neutral,0.786547,0
fer0029664.png,Neutral,Neutral,0.653742,1,Neutral,0.941524,1
fer0029665.png,Neutral,Neutral,0.967624,1,Neutral,0.981555,1
fer0029666.png,Surprise,Surprise,0.925877,1,Neutral,0.756256,0
fer0029667.png,Happiness,Surprise,0.369506,0,Anger,0.934203,0
fer0029668.png,Happiness,Happiness,0.986583,1,Happiness,0.992285,1
fer0029669.png,Happiness,Happiness,0.989939,1,Happiness,0.520455,1
fer0029670.png,Anger,Anger,0.873386,1,Happiness,0.759655,0
fer0029671.png,Happiness,Happiness,0.985462,1,Happiness,0.999523,1
fer0029672.png,Happiness,Happiness,0.986462,1,Happiness,0.934688,1
fer0029673.png,Anger,Anger,0.948541,1,Anger,0.797396,1
fer0029674.png,Surprise,Surprise,0.901353,1,Surprise,0.974888,1
fer0029675.png,Happiness,Happiness,0.838890,1,Neutral,0.829383,0
fer0029676.png,Sadness,Neutral,0.804684,0,Neutral,0.614096,0
fer0029677.png,Neutral,Neutral,0.959615,1,Neutral,0.925264,1
fer0029678.png,Happiness,Happiness,0.997931,1,Happiness,0.998695,1
fer0029679.png,Neutral,Neutral,0.993054,1,Neutral,0.987436,1
fer0029680.png,Neutral,Happiness,0.699553,0,Anger,0.563768,0
fer0029681.png,Neutral,Neutral,0.649684,1,Neutral,0.671113,1
fer0029682.png,Anger,Happiness,0.924275,0,Neutral,0.799578,0
fer0029683.png,Sadness,Neutral,0.531026,0,Sadness,0.503481,1
fer0029684.png,Neutral,Neutral,0.854234,1,Neutral,0.516266,1
fer0029685.png,Neutral,Neutral,0.867097,1,Sadness,0.649906,0
fer0029686.png,Happiness,Happiness,0.996094,1,Happiness,0.766868,1
fer0029687.png,Neutral,Neutral,0.984873,1,Neutral,0.988503,1
fer0029688.png,Anger,Sadness,0.652934,0,Sadness,0.536660,0
fer0029689.png,Neutral,Neutral,0.896842,1,Neutral,0.735757,1
fer0029690.png,Surprise,Surprise,0.989738,1,Surprise,0.936235,1
fer0029691.png,Happiness,Happiness,0.930190,1,Happiness,0.951603,1
fer0029692.png,Sadness,Sadness,0.822617,1,Sadness,0.658185,1
fer0029693.png,Happiness,Anger,0.433874,0,Surprise,0.709825,0
fer0029694.png,Happiness,Happiness,0.988826,1,Happiness,0.931846,1
fer0029695.png,Sadness,Sadness,0.936047,1,Neutral,0.866256,0
fer0029696.png,Happiness,Happiness,0.981578,1,Happiness,0.716407,1
fer0029697.png,Happiness,Happiness,0.992379,1,Happiness,0.824153,1
fer0029698.png,Happiness,Happiness,0.948068,1,Happiness,0.577534,1
fer0029699.png,Happiness,Happiness,0.615399,1,Neutral,0.984111,0
fer0029700.png,Neutral,Neutral,0.536521,1,Neutral,0.532549,1
fer0029701.png,Neutral,Neutral,0.788301,1,Neutral,0.824422,1
fer0029702.png,Happiness,Happiness,0.991905,1,Happiness,0.614810,1
fer0029703.png,Happiness,Happiness,0.974060,1,Happiness,0.958035,1
fer0029704.png,Sadness,Sadness,0.847729,1,Sadness,0.521966,1
fer0029705.png,Happiness,Happiness,0.992646,1,Happiness,0.942716,1
fer0029706.png,Sadness,Neutral,0.731679,0,Neutral,0.615481,0
fer0029707.png,Neutral,Neutral,0.907483,1,Neutral,0.960855,1
fer0029708.png,Sadness,Sadness,0.741279,1,Sadness,0.671897,1
fer0029709.png,Happiness,Happiness,0.997085,1,Happiness,0.726499,1
fer0029710.png,Neutral,Neutral,0.978621,1,Neutral,0.960574,1
fer0029711.png,Contempt,Neutral,0.707514,0,Neutral,0.687344,0
fer0029712.png,Sadness,Sadness,0.880772,1,Sadness,0.690009,1
fer0029713.png,Sadness,Sadness,0.998795,1,Sadness,0.980750,1
fer0029714.png,Neutral,Neutral,0.954333,1,Sadness,0.596748,0
fer0029715.png,Anger,Anger,0.981069,1,Anger,0.924136,1
fer0029716.png,Happiness,Happiness,0.993025,1,Happiness,0.581904,1
fer0029717.png,Happiness,Happiness,0.977081,1,Neutral,0.519128,0
fer0029718.png,Surprise,Surprise,0.941406,1,Surprise,0.855728,1
fer0029719.png,Sadness,Sadness,0.997776,1,Happiness,0.502940,0
fer0029720.png,Sadness,Sadness,0.734394,1,Sadness,0.591177,1
fer0029721.png,Neutral,Neutral,0.973575,1,Neutral,0.965452,1
fer0029722.png,Surprise,Happiness,0.820123,0,Happiness,0.675478,0
fer0029723.png,Surprise,Surprise,0.996104,1,Surprise,0.987238,1
fer0029724.png,Surprise,Surprise,0.878779,1,Surprise,0.868772,1
fer0029725.png,Happiness,Happiness,0.827571,1,Sadness,0.532783,0
fer0029726.png,Anger,Anger,0.847897,1,Happiness,0.815679,0
fer0029727.png,Happiness,Happiness,0.995486,1,Happiness,0.998645,1
fer0029728.png,Happiness,Happiness,0.997552,1,Happiness,0.923563,1
fer0029729.png,Happiness,Happiness,0.995376,1,Happiness,0.536116,1
fer0029730.png,Surprise,Neutral,0.878611,0,Neutral,0.790829,0
fer0029731.png,Sadness,Sadness,0.992842,1,Sadness,0.985751,1
fer0029732.png,Neutral,Neutral,0.967438,1,Neutral,0.814566,1
fer0029733.png,Happiness,Happiness,0.988116,1,Happiness,0.999190,1
fer0029734.png,Anger,Anger,0.936127,1,Neutral,0.977289,0
fer0029735.png,Neutral,Neutral,0.533766,1,Neutral,0.774019,1
fer0029736.png,Neutral,Neutral,0.982147,1,Neutral,0.510442,1
fer0029737.png,Anger,Anger,0.574089,1,Anger,0.359335,1
fer0029738.png,Happiness,Happiness,0.722060,1,Happiness,0.617060,1
fer0029739.png,Fear,Fear,0.972695,1,Happiness,0.604817,0
fer0029740.png,Neutral,Sadness,0.645819,0,Neutral,0.909661,1
fer0029741.png,Sadness,Sadness,0.951888,1,Sadness,0.508790,1
fer0029742.png,Anger,Anger,0.998369,1,Anger,0.867489,1
fer0029743.png,Sadness,Sadness,0.863373,1,Neutral,0.703930,0
fer0029744.png,Neutral,Neutral,0.824086,1,Neutral,0.986118,1
fer0029745.png,Anger,Anger,0.993610,1,Anger,0.973504,1
fer0029746.png,Sadness,Sadness,0.813889,1,Sadness,0.446946,1
fer0029747.png,Neutral,Neutral,0.914412,1,Neutral,0.939949,1
fer0029748.png,Happiness,Surprise,0.921408,0,Happiness,0.498905,1
fer0029749.png,Neutral,Neutral,0.925863,1,Neutral,0.930383,1
fer0029750.png,Surprise,Anger,0.513396,0,Neutral,0.809547,0
fer0029751.png,Neutral,Neutral,0.829526,1,Neutral,0.782690,1
fer0029752.png,Neutral,Neutral,0.863890,1,Neutral,0.926900,1
fer0029753.png,Happiness,Happiness,0.989449,1,Happiness,0.954478,1
fer0029754.png,Neutral,Neutral,0.647565,1,Neutral,0.880467,1
fer0029755.png,Happiness,Happiness,0.990745,1,Neutral,0.857271,0
fer0029756.png,Surprise,Surprise,0.693779,1,Neutral,0.563541,0
fer0029757.png,Anger,Anger,0.990430,1,Neutral,0.409450,0
fer0029758.png,Happiness,Happiness,0.991277,1,Happiness,0.996822,1
fer0029759.png,Neutral,Neutral,0.884782,1,Neutral,0.765987,1
fer0029760.png,Surprise,Surprise,0.904437,1,Surprise,0.550725,1
fer0029761.png,Happiness,Happiness,0.985252,1,Neutral,0.822149,0
fer0029762.png,Neutral,Neutral,0.745863,1,Neutral,0.814088,1
fer0029763.png,Anger,Anger,0.945658,1,Anger,0.958079,1
fer0029764.png,Happiness,Happiness,0.921617,1,Neutral,0.588022,0
fer0029765.png,Neutral,Neutral,0.861271,1,Neutral,0.909800,1
fer0029766.png,Neutral,Neutral,0.975566,1,Neutral,0.830334,1
fer0029767.png,Happiness,Neutral,0.631328,0,Neutral,0.893836,0
fer0029768.png,Neutral,Happiness,0.772002,0,Neutral,0.850125,1
fer0029769.png,Happiness,Happiness,0.994193,1,Happiness,0.994908,1
fer0029770.png,Happiness,Neutral,0.594122,0,Neutral,0.698776,0
fer0029771.png,Happiness,Happiness,0.974664,1,Happiness,0.974215,1
fer0029772.png,Anger,Anger,0.695401,1,Anger,0.776223,1
fer0029773.png,Neutral,Sadness,0.531523,0,Neutral,0.727371,1
fer0029774.png,Happiness,Happiness,0.998803,1,Happiness,0.953837,1
fer0029775.png,Neutral,Neutral,0.740050,1,Neutral,0.992263,1
fer0029776.png,Surprise,Surprise,0.966862,1,Surprise,0.660863,1
fer0029777.png,Anger,Anger,0.973142,1,Anger,0.979694,1
fer0029778.png,Surprise,Surprise,0.780892,1,Happiness,0.409954,0
fer0029779.png,Neutral,Surprise,0.568884,0,Neutral,0.947600,1
fer0029780.png,Neutral,Neutral,0.919308,1,Neutral,0.976276,1
fer0029781.png,Neutral,Neutral,0.707649,1,Neutral,0.943097,1
fer0029782.png,Anger,Anger,0.897578,1,Neutral,0.509515,0
fer0029783.png,Happiness,Happiness,0.996504,1,Happiness,0.941504,1
fer0029784.png,Neutral,Neutral,0.879219,1,Neutral,0.865991,1
fer0029785.png,Neutral,Happiness,0.549117,0,Neutral,0.989116,1
fer0029786.png,Neutral,Neutral,0.951106,1,Neutral,0.806158,1
fer0029787.png,Neutral,Neutral,0.990770,1,Neutral,0.982995,1
fer0029788.png,Neutral,Neutral,0.975192,1,Neutral,0.912174,1
fer0029789.png,Anger,Anger,0.679527,1,Neutral,0.682074,0
fer0029790.png,Surprise,Surprise,0.956414,1,Surprise,0.773600,1
fer0029791.png,Surprise,Surprise,0.934819,1,Surprise,0.470002,1
fer0029792.png,Happiness,Happiness,0.998050,1,Happiness,0.967666,1
fer0029793.png,Sadness,Neutral,0.595423,0,Neutral,0.989288,0
fer0029794.png,Happiness,Happiness,0.989446,1,Neutral,0.927306,0
fer0029795.png,Anger,Anger,0.995944,1,Anger,0.942232,1
fer0029796.png,Neutral,Neutral,0.983504,1,Neutral,0.937395,1
fer0029797.png,Neutral,Neutral,0.407853,1,Neutral,0.605481,1
fer0029798.png,Neutral,Neutral,0.828395,1,Neutral,0.798377,1
fer0029799.png,Neutral,Surprise,0.569605,0,Neutral,0.789487,1
fer0029800.png,Neutral,Anger,0.602818,0,Anger,0.723581,0
fer0029801.png,Surprise,Neutral,0.611412,0,Sadness,0.545557,0
fer0029802.png,Sadness,Neutral,0.539498,0,Neutral,0.763218,0
fer0029803.png,Neutral,Neutral,0.684264,1,Neutral,0.959957,1
fer0029804.png,Neutral,Neutral,0.892319,1,Neutral,0.938607,1
fer0029805.png,Neutral,Neutral,0.727373,1,Sadness,0.562228,0
fer0029806.png,Neutral,Sadness,0.663653,0,Neutral,0.803979,1
fer0029807.png,Neutral,Sadness,0.792043,0,Happiness,0.470984,0
fer0029808.png,Happiness,Happiness,0.974577,1,Happiness,0.858528,1
fer0029809.png,Surprise,Neutral,0.509809,0,Fear,0.643498,0
fer0029810.png,Surprise,Happiness,0.821544,0,Neutral,0.906853,0
fer0029811.png,Surprise,Neutral,0.515150,0,Neutral,0.947230,0
fer0029812.png,Neutral,Neutral,0.989276,1,Neutral,0.978142,1
fer0029813.png,Surprise,Surprise,0.772034,1,Neutral,0.859674,0
fer0029814.png,Anger,Anger,0.986056,1,Happiness,0.786888,0
fer0029815.png,Sadness,Sadness,0.980097,1,Sadness,0.560373,1
fer0029816.png,Happiness,Happiness,0.989987,1,Happiness,0.691694,1
fer0029817.png,Happiness,Neutral,0.856906,0,Neutral,0.417050,0
fer0029818.png,Sadness,Neutral,0.929701,0,Neutral,0.749759,0
fer0029819.png,Neutral,Neutral,0.777439,1,Neutral,0.977512,1
fer0029820.png,Neutral,Neutral,0.925385,1,Neutral,0.925173,1
fer0029821.png,Happiness,Surprise,0.660622,0,Surprise,0.683432,0
fer0029822.png,Happiness,Happiness,0.999385,1,Happiness,0.982326,1
fer0029823.png,Neutral,Neutral,0.649839,1,Neutral,0.535668,1
fer0029824.png,Sadness,Neutral,0.621977,0,Sadness,0.763565,1
fer0029825.png,Happiness,Happiness,0.997168,1,Happiness,0.993400,1
fer0029826.png,Sadness,Sadness,0.900741,1,Neutral,0.748266,0
fer0029827.png,Neutral,Happiness,0.972451,0,Anger,0.519374,0
fer0029828.png,Anger,Anger,0.995284,1,Anger,0.990080,1
fer0029829.png,Neutral,Neutral,0.957296,1,Neutral,0.966601,1
fer0029830.png,Happiness,Happiness,0.999442,1,Happiness,0.954590,1
fer0029831.png,Surprise,Surprise,0.970174,1,Surprise,0.987768,1
fer0029832.png,Happiness,Happiness,0.977479,1,Happiness,0.263946,1
fer0029833.png,Sadness,Sadness,0.955682,1,Neutral,0.622779,0
fer0029834.png,Happiness,Happiness,0.910621,1,Neutral,0.559253,0
fer0029835.png,Sadness,Sadness,0.948126,1,Sadness,0.785818,1
fer0029836.png,Surprise,Surprise,0.976325,1,Surprise,0.729682,1
fer0029837.png,Happiness,Happiness,0.940890,1,Happiness,0.531602,1
fer0029838.png,Sadness,Sadness,0.710981,1,Sadness,0.590666,1
fer0029839.png,Neutral,Neutral,0.958228,1,Neutral,0.980266,1
fer0029840.png,Neutral,Neutral,0.994734,1,Neutral,0.994538,1
fer0029841.png,Sadness,Sadness,0.831781,1,Neutral,0.606223,0
fer0029842.png,Happiness,Happiness,0.995100,1,Happiness,0.876332,1
fer0029843.png,Neutral,Neutral,0.904180,1,Neutral,0.906229,1
fer0029844.png,Happiness,Happiness,0.479590,1,Neutral,0.807870,0
fer0029845.png,Sadness,Sadness,0.581597,1,Neutral,0.673368,0
fer0029846.png,Happiness,Happiness,0.978211,1,Happiness,0.868008,1
fer0029847.png,Surprise,Surprise,0.989213,1,Surprise,0.929869,1
fer0029848.png,Neutral,Neutral,0.937638,1,Neutral,0.743779,1
fer0029849.png,Neutral,Sadness,0.770761,0,Sadness,0.793386,0
fer0029850.png,Surprise,Surprise,0.969187,1,Surprise,0.817915,1
fer0029851.png,Neutral,Neutral,0.921978,1,Neutral,0.978188,1
fer0029852.png,Neutral,Neutral,0.957336,1,Neutral,0.941308,1
fer0029853.png,Happiness,Happiness,0.955547,1,Happiness,0.932461,1
fer0029854.png,Surprise,Surprise,0.955483,1,Surprise,0.897330,1
fer0029855.png,Neutral,Neutral,0.988007,1,Neutral,0.988318,1
fer0029856.png,Neutral,Neutral,0.863938,1,Neutral,0.507422,1
fer0029857.png,Happiness,Happiness,0.996162,1,Neutral,0.661095,0
fer0029858.png,Anger,Fear,0.848255,0,Fear,0.641463,0
fer0029859.png,Happiness,Happiness,0.959308,1,Happiness,0.968369,1
fer0029860.png,Anger,Anger,0.994406,1,Anger,0.960119,1
fer0029861.png,Happiness,Happiness,0.998938,1,Sadness,0.549290,0
fer0029862.png,Sadness,Sadness,0.853670,1,Sadness,0.808104,1
fer0029863.png,Neutral,Neutral,0.534349,1,Neutral,0.839152,1
fer0029864.png,Sadness,Sadness,0.556677,1,Neutral,0.299977,0
fer0029865.png,Neutral,Neutral,0.935761,1,Neutral,0.992631,1
fer0029866.png,Neutral,Neutral,0.961800,1,Neutral,0.849814,1
fer0029867.png,Neutral,Happiness,0.588479,0,Neutral,0.963746,1
fer0029868.png,Neutral,Neutral,0.616104,1,Neutral,0.853926,1
fer0029869.png,Neutral,Neutral,0.828691,1,Neutral,0.880850,1
fer0029870.png,Neutral,Neutral,0.996417,1,Neutral,0.770696,1
fer0029871.png,Neutral,Neutral,0.830615,1,Neutral,0.943191,1
fer0029872.png,Happiness,Surprise,0.845292,0,Surprise,0.885873,0
fer0029873.png,Happiness,Happiness,0.905423,1,Happiness,0.910416,1
fer0029874.png,Anger,Anger,0.726462,1,Neutral,0.512053,0
fer0029875.png,Neutral,Neutral,0.977048,1,Neutral,0.766304,1
